Annotation Cluster 1	Enrichment Score: 5.829220368596905
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0000226~microtubule cytoskeleton organization	62	3.799019607843137	6.39426686276048E-9	AUR, THR, MAEL, ALPHATUB84B, GRIP71, CAP-G, JAR, SAS-6, TEKTIN-A, CYCB, ORC5, KLP67A, KLP3A, CHB, CG5525, DPA, FMR1, SPN-F, BALL, CMET, SPN-D, SAK, CG16941, TUM, ALPHATUB85E, KLP10A, SSP3, CYCB3, IAL, NCD, SSP5, PAV, CG7716, CEP97, ASP, CG32819, NNP-1, MIRO, CID, BUB1, DGT5, TWE, DGT6, KLP61F, DGT2, BUB3, DGT3, CG18109, MUD, SPC105R, SPD-2, GLU, CG3085, MIS12, BORR, LKB1, ANA3, ARMI, ANA2, MSD5, ENDOS, MSD1	765	298	7937	2.1585910426810546	1.1880477353121144E-5	1.6972196921205551E-6	1.0899243363393651E-5
GOTERM_BP_FAT	GO:0000087~M phase of mitotic cell cycle	39	2.389705882352941	9.947477715475973E-9	MEI-S332, AUR, THR, ASP, GRIP71, NNF1A, CDC16, CAP-G, CID, ROD, VLS, CYCA, CYCB, ORC5, TWE, KLP61F, PIM, ZWILCH, KLP67A, CYCJ, CHB, BALL, CMET, GLU, MCM2, MR, KLP10A, CDC27, MIS12, BORR, CYCB3, IAL, NEB, SCRA, NCD, REV7, CDC2C, GAMMATUB37C, CSUL	765	148	7937	2.7339957604663487	1.848224291634004E-5	2.3102990456269623E-6	1.6955810477892186E-5
GOTERM_BP_FAT	GO:0007067~mitosis	38	2.3284313725490198	2.274740088753962E-8	MEI-S332, AUR, THR, ASP, GRIP71, NNF1A, CDC16, CAP-G, CID, ROD, VLS, CYCA, CYCB, ORC5, KLP61F, PIM, ZWILCH, KLP67A, CYCJ, CHB, BALL, CMET, GLU, MCM2, MR, KLP10A, CDC27, MIS12, BORR, CYCB3, IAL, NEB, SCRA, NCD, REV7, CDC2C, GAMMATUB37C, CSUL	765	146	7937	2.7003849941803204	4.2263778124773665E-5	4.696063558240482E-6	3.8773706112493755E-5
GOTERM_BP_FAT	GO:0000280~nuclear division	38	2.3284313725490198	3.357256524366135E-8	MEI-S332, AUR, THR, ASP, GRIP71, NNF1A, CDC16, CAP-G, CID, ROD, VLS, CYCA, CYCB, ORC5, KLP61F, PIM, ZWILCH, KLP67A, CYCJ, CHB, BALL, CMET, GLU, MCM2, MR, KLP10A, CDC27, MIS12, BORR, CYCB3, IAL, NEB, SCRA, NCD, REV7, CDC2C, GAMMATUB37C, CSUL	765	148	7937	2.6638933050697755	6.237588188739984E-5	6.237763279459685E-6	5.722555623810521E-5
GOTERM_BP_FAT	GO:0007052~mitotic spindle organization	45	2.7573529411764706	3.994719949159067E-8	THR, ASP, ALPHATUB84B, GRIP71, NNP-1, CAP-G, CID, SAS-6, BUB1, DGT5, ORC5, DGT6, KLP61F, DGT2, KLP67A, BUB3, DGT3, SPC105R, KLP3A, CHB, DPA, CG5525, SPD-2, BALL, CMET, GLU, SAK, CG16941, TUM, ALPHATUB85E, KLP10A, MIS12, SSP3, BORR, CYCB3, IAL, NCD, LKB1, ANA3, PAV, SSP5, ANA2, MSD5, ENDOS, MSD1	765	194	7937	2.406610066707095	7.421914365990379E-5	6.747422512165535E-6	6.80913290862506E-5
GOTERM_BP_FAT	GO:0007018~microtubule-based movement	30	1.8382352941176472	8.212160425808352E-8	CG9279, CG9313, ALPHATUB84B, MIRO, ALPHATUB84D, CG10822, BETATUB85D, CG17150, CG7276, CG16837, KLP61F, KLP67A, CG6971, KLP3A, DHC36C, DHC62B, CG14838, CMET, DHC16F, ALPHATUB85E, KLP59D, KLP10A, NEB, NCD, ROBL22E, PAV, CG10859, CG10839, CG8407, CDLC2	765	104	7937	2.9928355957767723	1.5257030701110175E-4	1.2715081416314611E-5	1.3997895648154568E-4
GOTERM_BP_FAT	GO:0048285~organelle fission	38	2.3284313725490198	8.548624139969243E-8	MEI-S332, AUR, THR, ASP, GRIP71, NNF1A, CDC16, CAP-G, CID, ROD, VLS, CYCA, CYCB, ORC5, KLP61F, PIM, ZWILCH, KLP67A, CYCJ, CHB, BALL, CMET, GLU, MCM2, MR, KLP10A, CDC27, MIS12, BORR, CYCB3, IAL, NEB, SCRA, NCD, REV7, CDC2C, GAMMATUB37C, CSUL	765	153	7937	2.5768379683027893	1.58820829981976E-4	1.2217882541465386E-5	1.4571408640806638E-4
GOTERM_BP_FAT	GO:0007051~spindle organization	48	2.941176470588235	1.9795465174496554E-7	THR, ASP, ALPHATUB84B, GRIP71, NNP-1, CAP-G, JAR, CID, SAS-6, BUB1, DGT5, ORC5, TWE, DGT6, KLP61F, DGT2, KLP67A, BUB3, DGT3, MUD, SPC105R, KLP3A, CHB, DPA, CG5525, SPD-2, BALL, CMET, GLU, SAK, CG16941, TUM, ALPHATUB85E, KLP10A, MIS12, SSP3, BORR, CYCB3, IAL, NCD, LKB1, ANA3, PAV, SSP5, ANA2, MSD5, ENDOS, MSD1	765	225	7937	2.2133681917211327	3.677321493669172E-4	2.4519684681867382E-5	3.3741985527857565E-4
GOTERM_BP_FAT	GO:0000070~mitotic sister chromatid segregation	18	1.1029411764705883	5.243063464800527E-7	CHB, THR, BALL, GLU, CMET, NNF1A, KLP10A, CAP-G, MIS12, CID, IAL, ROD, NEB, CYCA, CYCB, ORC5, PIM, KLP67A	765	46	7937	4.059846547314578	9.736871058618757E-4	6.088323698316689E-5	8.936941201520554E-4
GOTERM_CC_FAT	GO:0005819~spindle	23	1.4093137254901962	5.405555956811177E-7	MUD, CHB, KLP3A, ASP, ALPHATUB84B, KLP10A, SSP3, FZY, BORR, IAL, ROD, NCD, PAV, JUPITER, CYCB, DGT5, DGT6, CG7716, KLP61F, GAMMATUB37C, DGT2, MARS, CG18109	495	68	4786	3.270291146761735	2.232246030555718E-4	4.4648907483013645E-5	7.574760265582903E-4
GOTERM_BP_FAT	GO:0051301~cell division	44	2.696078431372549	5.861208715831264E-7	MEI-S332, HH, THR, ASP, ARET, CAP-G, ALPHATUB84D, JAR, SEP5, BOL, AUB, CYCA, AUST, CYCB, CAF1, TWE, KLP61F, ZWILCH, DGT2, KLP67A, PONT, HD, PIWI, KLP3A, CHB, BALL, DRP1, OS, MCM2, TUM, KLP10A, BORR, CYCB3, PON, IAL, SCRA, NCD, LKB1, PAV, CDC2C, ACT42A, STI, TOLL-4, GAMMATUB37C	765	205	7937	2.2268643392316276	0.0010884201392545867	6.405753049976148E-5	9.990581278263022E-4
GOTERM_CC_FAT	GO:0043232~intracellular non-membrane-bounded organelle	141	8.63970588235294	6.342455150765148E-7	STIL, CG34435, CG9279, CSL4, MAEL, INO80, RFC38, DIDUM, CAP-G, MIP40, SEP5, JAR, ARP53D, FZY, CG10822, SAS-6, GAMMATUB23C, ROD, TEKTIN-A, VLS, SA-2, ORC4, HMGD, ORC5, CG32392, ORC1, STAI, CHB, KLP3A, RRP6, BALL, DHC16F, SAK, CG3121, SSP3, LASP, JUPITER, MUS312, GNF1, CG7716, VAS, TOPI, POF, CG10839, CG8407, CG4866, CDLC2, CG9313, CG32819, ASP, ARET, TRF, POLE2, KLP61F, RPS19B, PONT, CG18109, SPINDLY, MUD, CG6971, CG7046, DHC36C, SCF, DHC62B, CG14838, CG5641, MLF, GLU, GAS8, PSF1, LAT, ARPC3A, ROBL22E, RHI, GAMMATUB37C, KAT-60L1, CG10859, E2F2, AUR, GRIP71, ALPHATUB84B, NNF1A, CG17237, ALPHATUB84D, BETATUB85D, AUB, CYCA, AUST, CYCB, CAF1, CAN, KLP67A, PIWI, REPT, CG30401, TRXT, CMET, TOPORS, ALPHATUB85E, KLP59D, KLP10A, IAL, NCD, SCRA, PAV, STI, MIA, RPL10AA, MEI-S332, CAPU, DNAPOL-ALPHA73, CONA, CG3213, CID, RPS5B, CG1890, CG17150, CG7276, BUB1, DGT5, DGT6, CG16837, HIS2B:CG33870, ZWILCH, DGT2, BUB3, MARS, CHD3, SSRP, CG10628, DRP1, CG13096, CG3085, SU(VAR)205, SPIR, MIS12, BORR, NEB, CG1542, ANA2, ACT42A	495	943	4786	1.4456891288280473	2.619091766093984E-4	4.3656293837512905E-5	8.887623837106062E-4
GOTERM_CC_FAT	GO:0043228~non-membrane-bounded organelle	141	8.63970588235294	6.342455150765148E-7	STIL, CG34435, CG9279, CSL4, MAEL, INO80, RFC38, DIDUM, CAP-G, MIP40, SEP5, JAR, ARP53D, FZY, CG10822, SAS-6, GAMMATUB23C, ROD, TEKTIN-A, VLS, SA-2, ORC4, HMGD, ORC5, CG32392, ORC1, STAI, CHB, KLP3A, RRP6, BALL, DHC16F, SAK, CG3121, SSP3, LASP, JUPITER, MUS312, GNF1, CG7716, VAS, TOPI, POF, CG10839, CG8407, CG4866, CDLC2, CG9313, CG32819, ASP, ARET, TRF, POLE2, KLP61F, RPS19B, PONT, CG18109, SPINDLY, MUD, CG6971, CG7046, DHC36C, SCF, DHC62B, CG14838, CG5641, MLF, GLU, GAS8, PSF1, LAT, ARPC3A, ROBL22E, RHI, GAMMATUB37C, KAT-60L1, CG10859, E2F2, AUR, GRIP71, ALPHATUB84B, NNF1A, CG17237, ALPHATUB84D, BETATUB85D, AUB, CYCA, AUST, CYCB, CAF1, CAN, KLP67A, PIWI, REPT, CG30401, TRXT, CMET, TOPORS, ALPHATUB85E, KLP59D, KLP10A, IAL, NCD, SCRA, PAV, STI, MIA, RPL10AA, MEI-S332, CAPU, DNAPOL-ALPHA73, CONA, CG3213, CID, RPS5B, CG1890, CG17150, CG7276, BUB1, DGT5, DGT6, CG16837, HIS2B:CG33870, ZWILCH, DGT2, BUB3, MARS, CHD3, SSRP, CG10628, DRP1, CG13096, CG3085, SU(VAR)205, SPIR, MIS12, BORR, NEB, CG1542, ANA2, ACT42A	495	943	4786	1.4456891288280473	2.619091766093984E-4	4.3656293837512905E-5	8.887623837106062E-4
GOTERM_BP_FAT	GO:0000819~sister chromatid segregation	18	1.1029411764705883	7.487321079218213E-7	CHB, THR, BALL, GLU, CMET, NNF1A, KLP10A, CAP-G, MIS12, CID, IAL, ROD, NEB, CYCA, CYCB, ORC5, PIM, KLP67A	765	47	7937	3.973466833541927	0.0013901775838768282	7.728283448449336E-5	0.0012762315049652528
GOTERM_BP_FAT	GO:0051276~chromosome organization	54	3.308823529411765	1.1404817816220574E-6	SNKY, THR, INO80, NNF1A, ISWI, CAP-G, AUB, ROD, CYCA, AUST, CYCB, CAF1, CG31703, HMGD, ORC5, ACF1, KLP67A, REPT, CHB, FMR1, BALL, CMET, SPN-D, LIG4, MCM2, TOPORS, KLP10A, MCM5, IAL, MUS312, STI, VAS, MEI-S332, CONA, ASP, CID, TRF4-2, PIM, HIS2B:CG33870, MUS201, PONT, CHD3, MARS, SCF, SU(VAR)3-3, GLU, SU(VAR)205, SPIR, MIS12, MUS301, CG3708, BORR, NEB, RHI	765	282	7937	1.9867334167709636	0.0021167728283147946	1.1152095783906191E-4	0.0019439719369351849
GOTERM_BP_FAT	GO:0007059~chromosome segregation	30	1.8382352941176472	1.2484211373530214E-6	MEI-S332, THR, NNF1A, OAF, CAP-G, CID, TRF4-2, ROD, CYCA, AUST, CYCB, ORC5, PIM, MEI-218, KLP67A, CHB, KLP3A, SCA, BALL, GLU, CMET, KLP10A, MIS12, MCM5, MUS301, IAL, NEB, NCD, PAV, MUS312	765	117	7937	2.660298307357131	0.002316879802263583	1.1597167082122439E-4	0.0021279546890795586
GOTERM_CC_FAT	GO:0005874~microtubule	27	1.6544117647058825	2.4092709197992756E-6	CG32819, ALPHATUB84B, ASP, ALPHATUB84D, CG1890, BETATUB85D, GAMMATUB23C, ROD, TEKTIN-A, KLP61F, KLP67A, MARS, SPINDLY, KLP3A, CHB, CMET, CG3085, GAS8, ALPHATUB85E, KLP59D, KLP10A, NCD, NEB, JUPITER, PAV, GAMMATUB37C, CDLC2	495	96	4786	2.7193181818181817	9.945352102277427E-4	1.4213705307364322E-4	0.0033760501019775013
GOTERM_BP_FAT	GO:0007010~cytoskeleton organization	76	4.6568627450980395	3.6361038612335928E-6	AUR, THR, MAEL, GRIP71, ALPHATUB84B, CAP-G, JAR, ARP53D, SAS-6, TEKTIN-A, CYCB, ORC5, KLP67A, CHB, KLP3A, CG5525, DPA, FMR1, SPN-F, BALL, CMET, SPN-D, SAK, ACTN3, CG16941, TUM, ALPHATUB85E, KLP10A, SSP3, GCKIII, CYCB3, IAL, NCD, SCRA, SSP5, PAV, STI, CG7716, CEP97, CAPU, ASP, CG32819, NNP-1, CIB, MIRO, RIB, CID, QUA, BUB1, DGT5, DGT6, TWE, KLP61F, DGT2, SCGBETA, BUB3, DGT3, CG18109, HIP1, MUD, SPC105R, SPD-2, GLU, CG3085, SPIR, MIS12, CG3618, BORR, LKB1, ARMI, ANA3, ANA2, ACT42A, MSD5, ENDOS, MSD1	765	465	7937	1.6957256307540935	0.006733123515385464	3.216574598448041E-4	0.006197681068043082
SP_PIR_KEYWORDS	mitosis	20	1.2254901960784315	3.6731470217397823E-6	MEI-S332, CHB, THR, BALL, ASP, MCM2, KLP10A, BORR, CYCB3, IAL, NCD, SCRA, CYCA, CYCB, CDC2C, ACT42A, TWE, KLP61F, GAMMATUB37C, ZWILCH	1576	51	12980	3.229819846720414	9.472247712095649E-4	9.472247712095649E-4	0.004795303765181558
SP_PIR_KEYWORDS	cell division	21	1.2867647058823528	2.4981439487843643E-5	MEI-S332, HD, CHB, THR, BALL, ASP, MCM2, KLP10A, BORR, CYCB3, IAL, NCD, SCRA, CYCA, CYCB, CDC2C, TWE, KLP61F, GAMMATUB37C, ZWILCH, PONT	1576	62	12980	2.789626657933519	0.006424565553735273	0.0032174587974241886	0.032609151016094184
GOTERM_CC_FAT	GO:0005815~microtubule organizing center	17	1.0416666666666665	2.6072410551433066E-4	MUD, CHB, KLP3A, AUR, ASP, GRIP71, SAK, GAS8, KLP10A, FZY, SAS-6, PAV, ANA2, CG7716, GAMMATUB37C, KAT-60L1, CG18109	495	60	4786	2.7394612794612794	0.1020968751455752	0.008249865781158938	0.36473265419267875
GOTERM_MF_FAT	GO:0003774~motor activity	22	1.3480392156862746	3.1179760044455014E-4	CG6971, KLP3A, DHC36C, DHC62B, CG9313, SPN-F, CMET, DHC16F, DIDUM, KLP59D, KLP10A, JAR, CID, CG17150, NEB, NCD, PAV, KLP61F, CG10859, KLP67A, CG8407, CDLC2	851	88	7918	2.326086956521739	0.20284983211350727	0.014069597524093203	0.47155014228584813
SP_PIR_KEYWORDS	cell cycle	25	1.531862745098039	3.767529059601856E-4	MEI-S332, THR, ASP, AGO, SAS-6, CYCA, CYCB, TWE, KLP61F, ZWILCH, PONT, MARS, HD, CHB, BALL, MCM2, KLP10A, BORR, CYCB3, IAL, SCRA, NCD, CDC2C, GAMMATUB37C, SELD	1576	96	12980	2.1448022419627746	0.0926441468404825	0.03188737950306353	0.490747427337046
SP_PIR_KEYWORDS	microtubule	20	1.2254901960784315	4.0931876574640166E-4	CHB, KLP3A, ASP, ALPHATUB84B, CMET, GAS8, ALPHATUB85E, KLP59D, KLP10A, ALPHATUB84D, BETATUB85D, GAMMATUB23C, NEB, NCD, PAV, JUPITER, KLP61F, GAMMATUB37C, KLP67A, CDLC2	1576	69	12980	2.3872581475759582	0.10023877855213048	0.02606086311544742	0.5330621805121893
GOTERM_BP_FAT	GO:0007126~meiosis	33	2.0220588235294117	0.00268434826354615	MIA, MEI-S332, SUNZ, DHD, CONA, MAEL, OAF, FZY, WA-CUP, BOL, AUST, C-CUP, TWE, MEI-218, CAN, ERCC1, KLP67A, MSH6, MUD, KLP3A, SCA, BALL, SPN-D, MCM5, MUS301, IAL, NEB, SCRA, NCD, PAV, MUS312, GAMMATUB37C, TOPI	765	200	7937	1.7119019607843138	0.9932230301145999	0.09157485830983259	4.478338773840862
GOTERM_BP_FAT	GO:0051327~M phase of meiotic cell cycle	33	2.0220588235294117	0.00268434826354615	MIA, MEI-S332, SUNZ, DHD, CONA, MAEL, OAF, FZY, WA-CUP, BOL, AUST, C-CUP, TWE, MEI-218, CAN, ERCC1, KLP67A, MSH6, MUD, KLP3A, SCA, BALL, SPN-D, MCM5, MUS301, IAL, NEB, SCRA, NCD, PAV, MUS312, GAMMATUB37C, TOPI	765	200	7937	1.7119019607843138	0.9932230301145999	0.09157485830983259	4.478338773840862
GOTERM_BP_FAT	GO:0007127~meiosis I	12	0.7352941176470588	0.002922301758829133	MSH6, MEI-S332, KLP3A, BOL, MUS312, CONA, BALL, TWE, SPN-D, MEI-218, ERCC1, MCM5	765	45	7937	2.766710239651416	0.9956500271546159	0.0957921577686186	4.866074503574714
GOTERM_BP_FAT	GO:0051321~meiotic cell cycle	34	2.083333333333333	0.0033678863492444264	MIA, MEI-S332, SUNZ, DHD, CONA, MAEL, ASP, OAF, FZY, WA-CUP, BOL, AUST, C-CUP, TWE, MEI-218, CAN, ERCC1, KLP67A, MSH6, MUD, KLP3A, SCA, BALL, SPN-D, MCM5, MUS301, IAL, NEB, SCRA, NCD, PAV, MUS312, GAMMATUB37C, TOPI	765	211	7937	1.6718272775144813	0.9981041611728656	0.10589337891048267	5.588155363468217
